de,en
"Unter den Wartenden sei Panik ausgebrochen, viele hätten sich aus Angst hinter Stühlen versteckt.","Panic broke out among those waiting, with many hiding behind seats in fear."
"„Überlässt man Politiker sich selbst, führen sie das Land in den Bankrott und uns zurück in die Zeit der Jäger und Sammler“, kommentierte er.","""Left to themselves, politicians would bankrupt the country and take us back to hunting and gathering,"" he wrote."
Zwei hohe erste Satzgewinne drückten deutlich die Überlegenheit der Freudenstädter in allen Belangen aus.,Clear victories in the first two sets clearly demonstrated the superiority of the Freudenstadt team in all areas.
"Eine Vignette sei eine ""Flatrate fürs Vielfahren und damit ökologisch kontraproduktiv"", erklärte der SPD-Verhandlungsführer für das Thema Verkehr, Florian Pronold, in einem Schreiben an seine Fraktion.","A toll road sticker would amount to a ""flat rate fee for frequent drivers and would thus be environmentally counterproductive,"" explained the SPD negotiator for issues relating to traffic, Florian Pronold, in a letter to his parliamentary group."
"Stattdessen verbrachte Bwelle Jahre damit, seinen Vater in überfüllte Kliniken und Hospitäler zu begleiten, um dort die Behandlung zu bekommen, die sie zu bieten hatten.","Instead, Bwelle spent years escorting his father to overcrowded clinics and hospitals, getting whatever treatment they could get."
Frühe Pubertät: Schneller erwachsen werden,Early puberty: Growing older sooner
"„Ich möchte, dass wir unseren Zauber wiederfinden“, sagte er.","""I want us to get our mojo back,"" he said."
Der Start wird voraussichtlich 2028 und 2034 sein.,The projects are planned to start in 2028 and 2034.
"Die Kostüme werden etwa 1,2 Milliarden der 6,9 Milliarden ausgegebenen US-Dollar ausmachen, so der NRF.","Costumes are expected to account for $1.2 billion dollars out of the $6.9 billion spent, according to the NRF."
"Aber deswegen sind wir noch lange nicht der Favorit, denn im Derby kann immer alles passieren.","However, it by no means makes us favourites, as anything can happen in the derby."
"Diese Woche las ich einen Abschnitt in dem Buch, der beschreibt, wie Obama einen schweren Verlust gegen Clinton bei den Vorwahlen in Pennsylvania einstecken musste.",This week I was reading the portion of the book describing how Obama suffered a huge loss to Clinton in the Pennsylvania primary.
"""Es wird für die gesamte Ultrabewegung massive Einschnitte geben"", verkündete der BVB-Boss am Donnerstagabend auf einer Podiumsdiskussion in Frankfurt.","""There will be massive impact for the entire Ultra movement,"" announced the BVB Chairman on Thursday evening at a panel discussion in Frankfurt."
"Als sich die Pferdeschau-Experten in Scharen in Cardiff einfanden, um das Pferd des Jahres zu küren, war ihnen bewusst, dass ein harter Konkurrenzkampf bevorstand.","As crowds of horse-showing experts gathered in Cardiff to battle it out for Horse of the Year, they knew the competition would be tough."
Ölpreis gibt weiter nach bis auf 96 USD pro Barrel,Oil extends drop toward $96 a barrel
"""Viele Leute übersehen, dass eben nur die Fertigprodukte teuer sind, aber so verhält es sich bei ""gewöhnlichen"" Fertigprodukten bekanntermaßen auch"".","""Many people overlook the fact that even though ready-made vegan products are expensive, it is well-known that this is also the case for ""normal"" ready-made products."
"Sie prüfen derzeit, wie sie im Laufe der nächsten zehn Jahre zu einem System wechseln können, bei dem Fahrer pro gefahrener Meile bezahlen.","They are exploring how, over the next decade, they can move to a system in which drivers pay per mile of road they roll over."
"Wir hätten ihn aus Kamerun herausgebracht, wenn wir das Geld gehabt hätten.",We would have taken him out of Cameroon if we had the money.
"Ein bekannter Strafverteidiger, der einen Drogenbaron vor einer großen polizeilichen Ermittlung warnte, weil er Angst hatte, seine geheime Drogensucht könnte aufgedeckt werden, wurde zu drei Jahren Haft verurteilt.","A top defence lawyer who told a drugs Mr Big about a major police investigation, because he feared his secret drug addiction would be exposed, has been jailed for three years."
"Die Situation hat sich kaum verändert, seit Bwelles Vater 2002 starb.",The situation hasn't changed much since Bwelle's father passed away in 2002.
"Chen hatte mehrere Artikel für den Neuen Express geschrieben, in denen er über angebliche finanzielle Unregelmäßigkeiten bei einem Hersteller von Baumaschinen namens Zoomlion berichtete.",Mr Chen wrote several articles for the New Express alleging financial irregularities at a construction-equipment company called Zoomlion.
"Die Ermittler fanden außerdem Einträge auf dem Computer des Detektivs, auf dem Pawlby und ihre Schwester als „Projekte“ gespeichert waren.","Investigators also found entries on the private investigator's computer which had Ms Pawlby and her sister as ""Projects."""
"Er wurde offiziell von einer Armeekapelle begrüßt, die die Nationalhymne spielte, der er in Habachtstellung zuhörte.",He was given an official welcome by an army band that played the national anthem as he stood to attention.
"Was wäre also, wenn man in der Lage wäre, das abzufangen und zu stoppen, ehe es passiert?",So what if you were able to intercept that and stop it before it happens?
"Vonseiten des Gerichts war zu hören, Bamford werde durch einen lokalen Anwalt in Phuket vertreten und sei gewarnt worden, dass die Berufung auch zur Verhängung einer höheren Strafe von bis zu zwei Jahren in einem Gefängnis für Erwachsene führen könne.",Thai-based legal sources said Bamford was being represented by a local lawyer in Phuket but warned that the appeal may lead to the court increasing her sentence by up to two years and forcing her to serve it in an adult prison.
"Alles in Deutschland wird subventioniert, von der Kohle über Autos bis zur Landwirtschaft.","Everything is subsidised in Germany, from coal, to cars and farmers."
"Airbus erklärt, die konkurrierende Version des A350 befördere 350 Personen in 18 Zoll breiten Sitzen in der Touristenklasse, wobei es neun pro Reihe gibt.",Airbus says the competing version of its A350 will carry 350 people in 18-inch-wide economy seat laid out 9 abreast.
"Während der über drei Monate andauernden Bauphase wurden 3000 Kubikmeter Erde abgetragen, wovon die Hälfte für die Anlegung einer Dirt-Bike-Strecke verwendet wurde.","During the construction phase, which lasted over three months, 3,000 cubic metres of earth were removed, of which half was used for the laying of a dirt bike track."
"Unterdessen starb ein 35-jähriger sri-lankischer Asylant vermutlich an einem Herzinfarkt, nachdem er diese Woche mit einem Flüchtlingsboot auf der Weihnachtsinsel angekommen war.","Meanwhile, a 35-year-old Sri Lankan asylum seeker died of a suspected heart attack after arriving on an asylum boat at Christmas Island this week."
"Es wurde laut Arnold bei der Standortwahl der Ampelmasten zuvor alles ausgetestet: ""Mittels eines extra für uns mit besonders langen Holzstämmen beladener Transporter haben wir ausgestestet, ob diese Fahrzeuge aus dem Sulzbachweg auf die B 33 ausfahren können, ohne den Ampelmasten umzuknicken"".","According to Arnold, every possible test was carried out prior to the selection of the location for the traffic light posts: ""Using a goods vehicle loaded with particularly long tree trunks, we also tested whether such vehicles could access the B 33 from the Sulzbachweg without knocking over the traffic light posts""."
Von Gran Canaria sei es nicht weit nach Afrika.,Africa is not at all that far from Gran Canaria.
"Derzeit müssen Passagiere Smartphones, Tablets und andere Geräte abschalten, wenn die Flugzeugtüren geschlossen werden.","Currently, passengers are required to turn off their smartphones, tablets and other devices once a plane's door closes."
Aber auch 50 Gramm Sojajoghurt oder Seidentofu können diesen Zweck erfüllen.,50 grams of soya yoghurt or silken tofu can also fulfil this purpose.
Doch beim Herunterladen oder Senden von Daten sind die Übertragungswerte stärker.,But transmissions are stronger when devices are downloading or sending data.
"Der Auftragsbestand in der Transportsparte betrug am 30. September 32,6 Milliarden Dollar und war damit gegenüber dem 31. Dezember leicht erhöht.","The order backlog in the transportation unit was $32.6 billion as of September 30, up marginally from December 31."
"Die Parkmöglichkeit unmittelbar vor dem Geschäft sei ""ein nicht zu unterschätzender Vorteil für kleinere Fachhändler"".","The option of parking right outside their businesses is ""an advantage to smaller retailers that must not be underestimated.""."
"Laut Washington Post wurden im US National Intelligence Estimate im Februar Frankreich, Russland und Israel hinter China auf Rang zwei der Länder eingeordnet, die sich zur Beschaffung von Wirtschaftsdaten des Hackings bedienten.","The US National Intelligence Estimate in February named France alongside Russia and Israel in a second tier of offenders who engage in hacking for economic intelligence, behind China, according to The Washington Post."
"Er legte den Eid vor den 18 in schwarze Roben gekleideten Richtern des Gerichts ab, das seinen Sitz am Nil hat und einem antiken ägyptischen Tempel nachempfunden ist.",He took the oath before the court's 18 black-robed judges in its Nile-side seat built to resemble an ancient Egyptian temple.
Für Bwelle ist die beinahe ständige Arbeit keine Belastung.,"For Bwelle, the near-constant workload isn't a hardship."
Damit wollte sie auf die Gefahr von noch größeren Ruinen auf der Schweizer Wiese hinweisen - sollte das Riesenprojekt eines Tages scheitern.,In so doing they wanted to point out the danger of even bigger ruins on the Schweizer Wiese - should the huge project one day fail.
"„Zwar können wir unsere Überwachungsprogramme ändern und so die Rechte der Europäer besser schützen, diese müssen sich aber auch mit der Tatsache abfinden, dass wir nicht die einzigen sind, die spionieren“, so Murphy.","""While we can amend our surveillance programs to better protect the rights of Europeans, they also need to come to terms with the fact that we're not the only ones that are out there spying,"" Murphy said."
Die meisten Benutzer des Parkhauses eilen deshalb heute auch an den römischen Überresten vorbei und stellen nur ihr Auto ab.,The majority of the users of the parking garage therefore now hurry past the Roman relics and simply drop off their car.
