source,reference,hypothesis,chrf,bertscore_p,bertscore_r,bertscore_f1,glossary_hits,glossary_misses,capitalised_noun_count,separable_verb_count,error_category
Ich habe das schon seit zwanzig Jahren als Plan vorgeschlagen.,I have been advocating it as a plan for twenty years.,I've been proposing this as a plan for twenty years.,60.84,0.9837,0.9837,0.9837,,,2,0,GOOD
Mit dem Empfang des Firmsakraments sagten die Jugendlichen Ja zu ihrer Taufe und erbaten die Kraft des Heiligen Geistes.,"Upon receiving the confirmation sacrament, the young people accepted their baptism and asked for the power of the Holy Spirit.","With the reception of the Confirmation, the young people said yes to their baptism and asked for the power of the Holy Spirit.",68.5,0.9619,0.9638,0.9629,,,6,0,GOOD
"In der Zeit, als die Recherchen liefen, erhielten die Großeltern von Pawlby anonyme Anrufe, in denen sie nach Informationen über sie gefragt wurden, erklärte Edis.","During the period she was being investigated, Ms Pawlby's grandparents received anonymous calls asking for information about her, Mr Edis said.","At the time of the research, the grandparents of Pawlby received anonymous calls asking for information about them, Edis explained.",55.9,0.943,0.9357,0.9394,,,6,0,GOOD
"Was CCAA bedeutet, möchte eine Besucherin wissen.",One visitor wants to know what CCAA means.,A visitor wants to know what CCAA means.,91.88,0.9901,0.9901,0.9901,,,1,0,GOOD
"Seinen Vater und so viele seiner Landsleute leiden zu sehen ließ in Bwelle den Entschluss reifen, etwas dagegen zu unternehmen.","Seeing his father and so many of his countrymen suffer, Bwelle was determined to do something about it.",To see his father and so many of his compatriots suffering in Bwelle matured the decision to do something about it.,62.43,0.9465,0.9552,0.9508,,,4,0,GOOD
Vergewaltigungen gehören in Südafrika schon fast zum Alltag: Jährlich gibt es etwa 64 000 Anzeigen wegen sexueller Gewalt.,"Rapes are almost part of everyday life in South Africa: There are around 64,000 reports of sexual assault every year.","Rape is almost part of the daily routine in South Africa: every year there are about 64,000 reports of sexual violence.",60.35,0.9798,0.9773,0.9786,,,4,0,GOOD
Mit einem speziellen Teleskop soll die Sonde die Verteilung der Materie im Universum erstmalig am gesamten Himmel untersuchen und so Rückschlüsse auf die Beschaffenheit von Dunkler Materie und Dunkler Energie ermöglichen.,"With a special telescope, the probe is to examine the distribution of material in the universe across the entire sky, thus enabling conclusions to be drawn regarding the properties of dark matter and dark energy.","With a special telescope, the probe is intended to investigate the distribution of matter in the universe for the first time in the entire sky and thus enable conclusions to be drawn about the nature of dark matter and dark energy.",69.88,0.9593,0.975,0.9671,,,10,0,GOOD
"Im Gespräch mit vielen Passanten vor der ""Baustelle"" wurde deutlich, dass manche Bürger glauben, dass es mit der Verwirklichung des Projektes der Stadt vielen besser gehen werde, obwohl nicht wenige die gleichen Fragen an die Dimension des vorgestellten Projekts haben wie die BI.","Chatting with many people passing by the ""construction site"", it became clear that many citizens believe the execution of the project would make things much better for the town, although many have the same questions as the citizen's initiative regarding the scale of the planned project.","In a conversation with many passers-by in front of the ""building site"" it became clear that some citizens believe that the realization of the city's project will be much better for many, although many have the same questions as BI's.",51.43,0.9487,0.9409,0.9448,,,10,0,GOOD
"Google, Samsung, Huawei wegen Nortel-Patenten verklagt","Google, Samsung, Huawei sued over Nortel patents","Google, Samsung, Huawei sued for Nortel patents",86.7,0.9934,0.9934,0.9934,,,2,0,GOOD
Die Gewinner des Team- und Einzelwettkampfs erhalten Preise.,The winners of the team and individual contests receive prizes.,The winners of the team and individual competition receive prizes.,83.94,0.9913,0.9913,0.9913,,,3,0,GOOD
Sie achten auf gute Zusammenarbeit zwischen Pony und Führer – und da waren Fenton und Toffee die Besten im Ring.,They look for good teamwork between the pony and the handler - Fenton and Toffee were the best in the ring.,They pay attention to good cooperation between Pony and Führer – and there were Fenton and Toffee the best in the ring.,55.38,0.9069,0.929,0.9178,,,6,0,SEMANTIC
"Die beiden 14 und 12 Jahre alten Jungen hatten ihr Opfer eingeladen, mit ihnen auf Vogeljagd zu gehen.","The two boys, aged 14 and 12, had invited their victim to go bird hunting with them.",The two 14 and 12 year old boys had invited their victim to go hunting birds with them.,68.36,0.975,0.9804,0.9777,,,4,0,GOOD
Der Aachener erlitt schwere Verletzungen und musste zur Behandlung ins Krankenhaus gebracht werden.,The Aachen resident suffered serious injuries and had to be taken to the hospital for treatment.,The Aachener suffered severe injuries and had to be taken to the hospital for treatment.,79.62,0.9791,0.9791,0.9791,,,4,0,GOOD
Die Entscheidung wirkt sich bei US-amerikanischen Gesellschaften je nach Alter der Flotte unterschiedlich aus.,"For US carriers, the impact of the ruling will vary from airline to airline and will depend on the age of their fleet.",The decision has a different impact on US companies depending on the age of the fleet.,32.62,0.9519,0.9241,0.9378,,,4,0,FLUENCY
"Ausgerechnet jetzt kommt es für das Team von Ingo Ehlers morgen zum Derby gegen den TSV Daverden, der am vergangenen Wochenende seiner ersten Sieg gefeiert hat.","And of all possible times, Ingo Ehler's team has a derby match against TSV Daverden tomorrow, which celebrated their first victory last week.","For the team of Ingo Ehlers, it's time for the Derby against the TSV Daverden tomorrow, who celebrated his first victory last weekend.",57.1,0.9495,0.9338,0.9416,,,5,0,GOOD
Auch die Gegenseite blieb hart.,The opposition also remained adamant.,The opposite side also remained hard.,57.68,0.9272,0.9432,0.9351,,,1,0,GOOD
"Nur ein paar Hundert Anhänger hatten sich vor dem Gericht versammelt, um dem neuen Präsidenten zuzujubeln, und im Gegensatz zum präsidialen Prunk aus der Mubarak-Zeit wurde der Verkehr nur kurzzeitig angehalten, damit der Autokonvoi die üblicherweise belebte Straße überqueren konnte, die das Stadtzentrum mit den südlichen Vorstädten verbindet.","Only several hundred supporters gathered outside the court to cheer the new president and, in a departure from the presidential pomp of the Mubarak years, traffic was only briefly halted to allow his motorcade through on the usually busy road linking the city centre with its southern suburbs.","Only a few hundred followers had gathered before the court to cheer the new president, and in contrast to the presidential splendour of the Mubarak period, traffic was stopped only for a short time so that the autoconvoy could cross the usually busy road that connects the city centre to the southern suburbs.",55.09,0.9399,0.9511,0.9455,,,10,0,GOOD
"Es ist ein anstrengendes Pensum, aber die Dorfmusiker helfen normalerweise, das Team motiviert zu halten.","It's a backbreaking pace, but village musicians usually help keep the team motivated.","It's a tiring crowd, but the village musicians usually help keep the team motivated.",72.8,0.9635,0.9655,0.9645,,,3,0,GOOD
"In einer Pizzeria weicht er auf Pastagerichte aus, oder bestellt eben eine Pizza ohne Käse, alles eine Frage der Gewohnheit.","In a pizzeria he avoids pasta dishes or just orders a pizza without cheese, all just a question of habit.","In a pizzeria, he evades pasta dishes, or just orders a pizza without cheese, all a matter of habit.",69.73,0.9739,0.9772,0.9755,,,6,0,GOOD
Es ist eine orginalgetreue Reproduktion des berühmten Mailänder Vorbildes von Leonardo da Vinci.,It is a faithful reproduction of the famous work Leonardo da Vinci in Milan.,It is an original reproduction of the famous Milan model of Leonardo da Vinci.,66.41,0.9575,0.9567,0.9571,,,3,0,GOOD
"Beinahe jeden Freitag zwängen er und bis zu 30 Leute sich in Kleinbusse und fahren mit der verschnürten medizinischen Ausrüstung auf dem Dach über unbefestigtes Terrain in die Dörfer, die Hilfe benötigen.","Almost every Friday, he and up to 30 people jam into vans, tie medical supplies to the roofs and travel across rough terrain to visit villages in need.","Almost every Friday, he and up to 30 people forced themselves into minibuses and drove over unpaved terrain to the villages that needed help with the latched medical equipment on the roof.",54.27,0.9234,0.9462,0.9347,,,8,0,GOOD
"So etwa bei Jim Bruce, einem 36 Jahre alten Autor aus Montana, der mit XY-männlichen Chromosomen geboren wurde, aber zweideutigen Genitalien.","Such was the case with Jim Bruce, a 36-year-old writer from Montana, who was born with XY male chromosomes but ambiguous genitals.","For example, Jim Bruce, a 36-year-old author from Montana, who was born with XY male chromosomes, but ambiguous genitalia.",74.15,0.9745,0.9712,0.9728,,,4,0,GOOD
"Dort könnten auch größere Fahrzeuge, zum Beispiel solche, die Langholz transportieren, bei Gegenverkehr stehen, ohne die Gleise blockieren zu müssen.","Larger vehicles, for example those that transport long logs, would be able to wait there in the event of oncoming traffic, without having to block the railway line.","There, larger vehicles, such as those that transport lumber, could also be on the other side of the road without having to block the tracks.",46.89,0.9345,0.9314,0.9329,,,5,0,GOOD
"Nicht nur Pferde, sondern auch viele weitere Tiere wie Schafe, Ziegen, Kühe und Hühner sind auf dem Gelände anzutreffen und zu bestaunen.","It is not just horses that can be found and admired on the grounds, but many other animals such as sheep, goats, cows and chickens as well.","Not only horses, but also many other animals such as sheep, goats, cows and chickens can be found and admired on the site.",71.39,0.9692,0.9595,0.9643,,,7,0,GOOD
"""Es ist wichtig, nicht nur die Familienphase im Blick zu haben, sondern aufgrund des demografischen Wandels auch die Phase um die Pflege der Betreuung von Angehörigen"", erklärte Wolf.","""It is important, not only to keep the family life stage in mind, but, on account of demographic change, the period spent providing long-term care and support for relatives as well,"" explained Wolf.","""It is important not only to keep an eye on the family phase, but also the phase of caring for relatives due to demographic change,"" Wolf explained.",47.13,0.953,0.9351,0.944,,,7,0,GOOD
Wallis Simpson war möglicherweise intersexuell.,Wallis Simpson may have been intersex.,Wallis Simpson may have been intersexual.,95.34,0.9795,0.9795,0.9795,,,0,0,GOOD
"Feuerwehr zur Rettung eines Hündchens gerufen, das 15 Meter über dem Boden auf einem gefährlichen Felsvorsprung in einem Steinbruch festsaß",Fire crews called to rescue lost puppy after she got stuck 50ft above the ground on precarious ledge in a quarry,Fireman called to rescue a doggy who was stuck 15 meters above the ground on a dangerous rock ledge in a quarry,51.15,0.9497,0.9485,0.9491,,,7,0,GOOD
"Edis erklärte, Coulsons Aktivitäten bei dieser Story folgten demselben Muster wie bei anderen wichtigen Persönlichkeiten, etwa dem früheren Innenminister David Blunkett.","Mr Edis said Coulson's involvement in the story followed the same pattern as with other important men, such as former home secretary David Blunkett.","Edis explained that Coulson's activities in this story followed the same pattern as other important figures, such as the former Interior Minister David Blunkett.",59.98,0.9398,0.9374,0.9386,,,6,0,GOOD
"Die Möglichkeiten sind aber begrenzt, Cheops ist eine kleine Mission mit einem Budget von 150 Millionen Euro.","The possibilities are, however, limited - Cheops is a small mission with a budget of 150 million Euro.","The possibilities are limited, however, Cheops is a small mission with a budget of 150 million euros.",84.88,0.982,0.9779,0.9799,,,5,0,GOOD
